Title,Sheet,TaskNo,Standard,Method,FrequenciesCSV,ImageFile,ImageFolderPath
motor,HS R2,4,ต้องไม่เสียงดัง ไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task04.jpeg,HS_R2
Filter ตัวกรอง,HS R2,5,ตัวกรองต้องไม่อุดตัน,เช็ค,W,task05.jpeg,HS_R2
โครงสร้าง,HS R2,6,ต้องไม่ชำรุดหัก,เช็ค,W,task06.jpeg,HS_R2
,HS R2,7,,เช็ค,W,,
,HS R2,8,,เช็ค,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,HS R2,7,,ทำ,W,,
หลอดแสดงสถานะ,เครื่องยิงโค้ด,1,ไม่แตกชำรุด,เช็ค,W,task01.png,เครื่องยิงโค้ด
หัวยิงหมึก,เครื่องยิงโค้ด,2,ไม่หักชำรุด,เช็ค,W,task02.jpeg,เครื่องยิงโค้ด
หัวเซ็นเซอร์,เครื่องยิงโค้ด,3,ไม่ชำรุด สามารถตรวจจับวัตถุได้,เช็ค,W,task03.jpeg,เครื่องยิงโค้ด
โครงสร้าง,เครื่องยิงโค้ด,4,สภาพต้องไม่ชำรุด จอไม่แตก,เช็ค,W,task04.jpeg,เครื่องยิงโค้ด
,เครื่องยิงโค้ด,5,,,W,,
,เครื่องยิงโค้ด,6,,,W,,
,เครื่องยิงโค้ด,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องยิงโค้ด,5,,ทำ,W,,
สายพานกาวเย็น,เครื่องปิดฉลาก,1,สภาพไม่ขาดชำรุด,เช็ค,W,task01.jpeg,เครื่องปิดฉลาก
สายพานพากระป๋อง,เครื่องปิดฉลาก,2,ไม่แตกชำรุด ไม่หย่อน,เช็ค,W,task02.jpeg,เครื่องปิดฉลาก
มอเตอร์ปั๊ม,เครื่องปิดฉลาก,3,ไม่มีเสียงดัง ปั๊มต้องไม่รั่ว,เช็ค,W,task03.jpeg,เครื่องปิดฉลาก
น้ำมันไฮโดรลิค,เครื่องปิดฉลาก,4,ต้องมีน้ำมันเพียงพอ ระดับไม่ต่ำกว่าขีดแดง,เช็ค,W,task04.jpeg,เครื่องปิดฉลาก
ลูกปืน/อัดจาระบี,เครื่องปิดฉลาก,5,ไม่หลวมคอน ไม่แตกชำรุด,เช็ค/ทำ,W,task05.jpeg,เครื่องปิดฉลาก
เฟืองและโซ่,เครื่องปิดฉลาก,6,ฟันเฟืองต้องไม่แหลมคม โซ่ข้อต่อต้องไม่หลวม ไม่หย่อน,เช็ค,W,task06.jpeg,เครื่องปิดฉลาก
มอเตอร์ขับ,เครื่องปิดฉลาก,7,ไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task07.jpeg,เครื่องปิดฉลาก
ตู้ควบคุมระบบไฟฟ้า,เครื่องปิดฉลาก,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,เครื่องปิดฉลาก
เปลี่ยนถ่ายน้ำมันไฮดรอลิคทุ่ก 6 เดือน,เครื่องปิดฉลาก,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องปิดฉลาก,10,,ทำ,W,,
ลูกปืน/อัดจาระบี,สายพานรับซองเพ้าช์,1,ไม่หลวมคอนหรือแตกชำรุด,เช็ค/ทำ,,task01.jpeg,สายพานรับซองเพ้าช์
สายพาน,สายพานรับซองเพ้าช์,2,ไม่ขาดชำรุด,เช็ค,,task02.png,สายพานรับซองเพ้าช์
มอเตอร์เกียร์,สายพานรับซองเพ้าช์,3,ไม่มีเสียงดังและไม่มีน้ำมันรั่วซึม,เช็ค,,task03.jpeg,สายพานรับซองเพ้าช์
โครงสร้าง,สายพานรับซองเพ้าช์,4,ไม่หักชำรุดและไม่เป็นสนิม,เช็ค,,task04.jpeg,สายพานรับซองเพ้าช์
ตู้ควบคุมระบบไฟฟ้า,สายพานรับซองเพ้าช์,5,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,,task05.jpeg,สายพานรับซองเพ้าช์
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,สายพานรับซองเพ้าช์,6,เปลี่ยนน้ำมันเกียร์วันที่:,ทำ,W,,
,สายพานรับซองเพ้าช์,7,,,,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,สายพานรับซองเพ้าช์,7,,ทำ,W,,
มอเตอร์ปั๊มไฮโดรลิค,จานหมุน,1,มอเตอร์ต้องไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task01.jpeg,จานหมุน
สายไฮโดรลิค,จานหมุน,2,สายไฮโดรลิคต้องไม่มีรอยแตกน้ามันต้องไม่รั่ว,เช็ค,W,task02.jpeg,จานหมุน
กระบอกไฮดรอลิค,จานหมุน,3,สภาพต้องไม่มีน้ามันรั่วซึม สามรถยกขึ้น-ลงได้ปกติดี,เช็ค,W,task03.jpeg,จานหมุน
มูเล่ย์ / สายพาน,จานหมุน,4,มูเล่ย์ต้องไม่ชำรุดหรือแตก / สายพานต้องต้องไม่ขาดและหย่อน,เช็ค,W,task04.jpeg,จานหมุน
หน้าจานหมุนรับกระป๋อง,จานหมุน,5,หน้าจานหมุนต้องตรงไม่บิดเบี้ยว หรือชำรุด,เช็ค,W,task05.jpeg,จานหมุน
เกียร์ทดรอบจานหมุน,จานหมุน,6,สภาพเกียร์ทดรอบต้องไม่มีน้ามันรั่วซึม และไม่มีเสียงดังผิดปกติ,เช็ค,W,task06.jpeg,จานหมุน
น้ำมัน,จานหมุน,7,น้ำมันต้องมีเพียงพอ ระดับน้ำมันต้องไม่ต่ากว่าขีดแดง,เช็ค,W,task07.jpeg,จานหมุน
มอเตอร์ขับสายพานจานหมุน,จานหมุน,8,มอเตอร์ขับต้องไม่มีกลิ่นเหม็นไหม้ และไม่มีเสียงดังผิดปกติ,เช็ค,W,task08.jpeg,จานหมุน
ตู้ควบคุมระบบไฟฟ้า,จานหมุน,9,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task09.jpeg,จานหมุน
เปลี่ยนถ่ายน้ำมันไฮดรอลิค/น้ำมันเกียร์ทุ่ก 6 เดือน,จานหมุน,10,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,จานหมุน,11,,ทำ,W,,
Platform,HSS R2,1,Plat form ต้องไม่ชำรุด บิดงอ,เช็ค,W,task01.jpeg,HSS_R2
Control Panel,HSS R2,2,ปุ่มเปิด-ปิดต้องไม่ชำรุด,เช็ค,W,task02.jpeg,HSS_R2
Lift Station,HSS R2,3,X-Life ต้องยกขึ้นลงได้ปกติดี,เช็ค,W,task03.jpeg,HSS_R2
Electrical Cabinet,HSS R2,4,ตู้ควบคุมไฟฟ้าต้องไม่ชำรุด ป้องกันฝุ่น กันน้ำได้ดี,เช็ค,W,task04.jpeg,HSS_R2
Mid conveyor,HSS R2,5,สายพานพากล่องต้องไม่ชำรุดขาด,เช็ค,W,task05.jpeg,HSS_R2
Sensor port,HSS R2,6,เซ็นเซอร์ต้องไม่ชำรุด,เช็ค,W,task06.jpeg,HSS_R2
,HSS R2,7,,เช็ค,W,,
Sefety fence,HSS R2,7,ต้องไม่ชำรุดเสียหาย,เช็ค,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,HSS R2,8,,ทำ,W,task08.jpeg,HSS_R2
มอเตอร์,Hi-Mixer,1,มอเตอร์ต้องไม่มีเสียงดัง และไม่มีกลิ่นเหม็นไหม้,เช็ค,,task01.jpeg,Hi-Mixer
ใบกวน,Hi-Mixer,2,น๊อตล๊อคใบกวนต้องอยู่ครบและล๊อคแน่น ใบต้องไม่บิดงอ,เช็ค,,task02.jpeg,Hi-Mixer
ลูกปืน/อัดจาระบี,Hi-Mixer,3,ลูกปืนต้องไม่หลวมคอน และไม่ชำรุดแตก,เช็ค/ทำ,,task03.jpeg,Hi-Mixer
มูเล่ย์ / สายพาน,Hi-Mixer,4,มูเล่ย์ต้องไม่ชำรุดแตก / สายพานต้องไม่ขาดชำรุด,เช็ค,,task04.jpeg,Hi-Mixer
โครงสร้าง,Hi-Mixer,5,สภาพต้องไม่ชำรุดหัก และไม่เป็นสนิม,เช็ค,,task05.jpeg,Hi-Mixer
ตู้ควบคุมระบบไฟฟ้า,Hi-Mixer,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,,task06.jpeg,Hi-Mixer
,Hi-Mixer,7,,,,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,Hi-Mixer,7,,ทำ,W,,
วาล์วและท่อ,HIMIXER3,1,จะต้องไม่ชำรุดและรั่ว,เช็ค,,task01.jpeg,HIMIXER3
หน้าปั๊ม,HIMIXER3,2,ต้องไม่ชำรุดและไม่รั่ว,เช็ค,,task02.jpeg,HIMIXER3
มอเตอร์ลม,HIMIXER3,3,ลมต้องไม่รั่วมอเตอร์ต้องหมุนใช้งานได้ดี,เช็ค,,task03.jpeg,HIMIXER3
มอเตอร์,HIMIXER3,4,ต้องไม่ชำรุดและไม่รั่ว,เช็ค,,task04.jpeg,HIMIXER3
โครงสร้าง,HIMIXER3,5,ไม่ชำรุดหักไม่เป็นสนิม,เช็ค,,task05.jpeg,HIMIXER3
ตู้ควบคุมระบบไฟฟ้า,HIMIXER3,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,,task06.jpeg,HIMIXER3
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,HIMIXER3,7,เปลี่ยนน้ำมันเกียร์วันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,HIMIXER3,8,,ทำ,W,,
ทุ่นและใบมีด,เครื่องตีเนื้อปลา,1,ทุ่นต้องไม่เสียศูนย์ ใบมีดต้องไม่หักหรือบิดงอ,เช็ค,W,task01.png,เครื่องตีเนื้อปลา
มอเตอร์,เครื่องตีเนื้อปลา,2,ไม่มีกลิ่นไหม้ และไม่มีเสียงดัง,เช็ค,W,task02.jpeg,เครื่องตีเนื้อปลา
ลูกปืน/อัดจาระบี,เครื่องตีเนื้อปลา,3,ลูกปืนต้องไม่หลวมคอน และแตกชำรุด,เช็ค/ทำ,W,task03.jpeg,เครื่องตีเนื้อปลา
โครงสร้าง,เครื่องตีเนื้อปลา,4,ไม่หักและไม่เป็นสนิม,เช็ค,W,task04.jpeg,เครื่องตีเนื้อปลา
ตู้ควบคุมระบบไฟฟ้า,เครื่องตีเนื้อปลา,5,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task05.jpeg,เครื่องตีเนื้อปลา
,เครื่องตีเนื้อปลา,6,,,W,,
,เครื่องตีเนื้อปลา,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องตีเนื้อปลา,8,,ทำ,W,,
มอเตอร์,เครื่องบด,1,ไม่มีกลิ่นเหม็นไหม้และไม่มีเสียงดัง,เช็ค,W,task01.png,เครื่องบด
มูเล่ย์และสายพาน,เครื่องบด,2,มูเล่ย์ต้องไม่แตกชำรุด                                  สายพานไม่ขาดหรือหย่อน,เช็ค,W,task02.jpeg,เครื่องบด
เฟืองและโซ่,เครื่องบด,3,ฟันเฟืองต้องไม่แหลม  โซ่ไม่หย่อนและข้อต่อต้องไม่หลวม,เช็ค,W,task03.jpeg,เครื่องบด
สกรู,เครื่องบด,4,สภาพต้องไม่เสียศูนย์ ไม่ชำรุด ฉีก และไม่เป็นสนิม,เช็ค,W,task04.jpeg,เครื่องบด
แผงรังผึ้ง,เครื่องบด,5,หน้าจานเรียบ ไม่คดงอ,เช็ค,W,task05.jpeg,เครื่องบด
โครงสร้าง,เครื่องบด,6,ไม่หักชำรุด และไม่เป็นสนิม,เช็ค,W,task06.jpeg,เครื่องบด
ตู้ควบคุมระบบไฟฟ้า,เครื่องบด,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task07.jpeg,เครื่องบด
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องบด,8,,ทำ,W,,
มอเตอร์,เครื่องบด 3,1,ไม่มีกลิ่นเหม็นไหม้และไม่มีเสียงดัง,เช็ค,W,task01.jpeg,เครื่องบด_3
มูเล่ย์,เครื่องบด 3,2,มูเล่ย์ต้องไม่แตกชำรุด,เช็ค,W,task02.jpeg,เครื่องบด_3
สายพาน,เครื่องบด 3,3,สายพานต้องไม่ขาดชำรุด,เช็ค,W,task03.jpeg,เครื่องบด_3
กระบอกลม,เครื่องบด 3,4,กระบอกลมต้องไม่มีลมรั่ว,เช็ค,W,task04.jpeg,เครื่องบด_3
ใบมีด,เครื่องบด 3,5,ใบมีดต้องไม่หักชำรุด,เช็ค,W,task05.jpeg,เครื่องบด_3
ลูกปืน/อัดจาระบี,เครื่องบด 3,6,ต้องไม่หลวมคอน ไม่แตกชำรุด,เช็ค/ทำ,W,task06.jpeg,เครื่องบด_3
โครงสร้าง,เครื่องบด 3,7,ต้องไม่ชำรุดหัก,เช็ค,W,task07.jpeg,เครื่องบด_3
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องบด 3,8,,ทำ,W,,
มอเตอร์,เครื่องสับผสม,1,ไม่มีกลิ่นเหม็นไหม้และไม่มีเสียงดัง,เช็ค,W,task01.png,เครื่องสับผสม
มูเล่ย์และสายพาน,เครื่องสับผสม,2,มูเล่ย์ต้องไม่แตกชำรุด                            สายพานไม่ขาดหรือหย่อน,เช็ค,W,task02.jpeg,เครื่องสับผสม
เกียร์ทด,เครื่องสับผสม,3,ไม่มีน้ำมันรั่วซึม,เช็ค,W,task03.jpeg,เครื่องสับผสม
ลูกปืน/อัดจาระบี,เครื่องสับผสม,4,ไม่หลวมคอนและแตกชำรุด,เช็ค,W,task04.jpeg,เครื่องสับผสม
ใบมีด,เครื่องสับผสม,5,ไม่บิ่นหรือชำรุด,เช็ค,W,task05.jpeg,เครื่องสับผสม
ตู้ควบคุมระบบไฟฟ้า,เครื่องสับผสม,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task06.jpeg,เครื่องสับผสม
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,เครื่องสับผสม,7,เปลี่ยนน้ำมันเกียร์วันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องสับผสม,8,,ทำ,W,,
มอเตอร์,เครื่องกวนร้อน,1,ไม่มีกลิ่นเหม็นไหม้และไม่มีเสียงดัง,เช็ค,W,task01.png,เครื่องกวนร้อน
ใบพัด,เครื่องกวนร้อน,2,สภาพต้องไม่เสียศูนย์ ไม่คด,เช็ค,W,task02.jpeg,เครื่องกวนร้อน
หลอดวัดน้ำ,เครื่องกวนร้อน,3,ไม่มีรอยแตกและน้ำต้องไม่รั่ว,เช็ค,W,task03.jpeg,เครื่องกวนร้อน
โครงสร้าง,เครื่องกวนร้อน,4,ไม่หักชำรุดและไม่เป็นสนิม,เช็ค,W,task04.jpeg,เครื่องกวนร้อน
ตู้ควบคุมระบบไฟฟ้า,เครื่องกวนร้อน,5,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task05.jpeg,เครื่องกวนร้อน
,เครื่องกวนร้อน,6,,,W,,
,เครื่องกวนร้อน,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องกวนร้อน,6,,ทำ,W,,
มอเตอร์ขับใบพัด,เครื่องปั่นผสมโฮโม,1,มอเตอร์ขับใบพัดต้องไม่เสียงดัง,เช็ค,W,task01.jpeg,เครื่องปั่นผสมโฮโม
มอเตอร์ลอก,เครื่องปั่นผสมโฮโม,2,มอเตอร์ลอกต้องไม่เสียงดังไม่ม่กลิ่นเหม็นไหม้,เช็ค,W,task02.jpeg,เครื่องปั่นผสมโฮโม
ใบพัด,เครื่องปั่นผสมโฮโม,3,ใบพัดต้องไม่ชำรุด,เช็ค,W,task03.jpeg,เครื่องปั่นผสมโฮโม
สายสลิง,เครื่องปั่นผสมโฮโม,4,สายสลิงต้องไม่ขาด,เช็ค,W,task04.jpeg,เครื่องปั่นผสมโฮโม
โครงสร้าง,เครื่องปั่นผสมโฮโม,5,โครงสร้างต้องไม่หักชำรุด,เช็ค,W,task05.png,เครื่องปั่นผสมโฮโม
ตู้ควบคุมระบบไฟฟ้า,เครื่องปั่นผสมโฮโม,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task06.jpeg,เครื่องปั่นผสมโฮโม
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องปั่นผสมโฮโม,7,,ทำ,W,,
ใบกวน,Ribbon Mixer,1,สภาพใบกวนต้องไม่หักชำรุดหัก และต้องไม่เป็นสนิม,เช็ค,W,task01.jpeg,Ribbon_Mixer
ลูกปืน/อัดจาระบี,Ribbon Mixer,2,ลูกปืนต้องไม่หลวมคอน และชำรุดแตก,เช็ค/ทำ,W,task02.jpeg,Ribbon_Mixer
มอเตอร์เกียร์,Ribbon Mixer,3,มอเตอร์ตอ้งไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้ เกียร์ต้องไม่มีน้ำมันรั่ว,เช็ค,W,task03.jpeg,Ribbon_Mixer
เฟือง / โซ่,Ribbon Mixer,4,ฟันเฟืองต้องไม่แหลมคม / โซ่ข้อต่อต้องไม่หลวมและต้องไม่หย่อน,เช็ค,W,task04.jpeg,Ribbon_Mixer
โครงสร้าง,Ribbon Mixer,5,สภาพต้องไม่ชำรุดหัก และต้องไม่เป็นสนิม,เช็ค,W,task05.jpeg,Ribbon_Mixer
ตู้ควบคุมระบบไฟฟ้า,Ribbon Mixer,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task06.jpeg,Ribbon_Mixer
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,Ribbon Mixer,7,เปลี่ยนน้ำมันเกียร์วันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,Ribbon Mixer,8,,ทำ,W,,
ใบกวน,Ribbon3,1,สภาพใบกวนต้องไม่หักชำรุดหัก และต้องไม่เป็นสนิม,เช็ค,W,task01.jpeg,Ribbon3
ลูกปืน/อัดจาระบี,Ribbon3,2,ลูกปืนต้องไม่หลวมคอน และชำรุดแตก,เช็ค/ทำ,W,task02.jpeg,Ribbon3
มอเตอร์เกียร์,Ribbon3,3,มอเตอร์ตอ้งไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้ เกียร์ต้องไม่มีน้ำมันรั่ว,เช็ค,W,task03.jpeg,Ribbon3
เฟือง / โซ่,Ribbon3,4,ฟันเฟืองต้องไม่แหลมคม / โซ่ข้อต่อต้องไม่หลวมและต้องไม่หย่อน,เช็ค,W,,
โครงสร้าง,Ribbon3,4,สภาพต้องไม่ชำรุดหัก และต้องไม่เป็นสนิม,เช็ค,W,,
ตู้ควบคุมระบบไฟฟ้า,Ribbon3,5,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task05.jpeg,Ribbon3
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,Ribbon3,6,เปลี่ยนน้ำมันเกียร์วันที่:,ทำ,W,task06.jpeg,Ribbon3
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,Ribbon3,7,,ทำ,W,,
มอเตอร์เกียร์,เครื่องจ่ายกระป๋องเปล่า,1,เกียร์ต้องไม่มีน้ำมันรั่ว มอเตอร์ต้องไม่มีเสียงดัง ไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task01.jpeg,เครื่องจ่ายกระป๋องเปล่า
มอเตอร์ขับจานหมุน,เครื่องจ่ายกระป๋องเปล่า,2,ต้องไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task02.jpeg,เครื่องจ่ายกระป๋องเปล่า
ลูกปืน/อัดจาระบี,เครื่องจ่ายกระป๋องเปล่า,3,ต้องไม่หลวมคอน และไม่ชำรุดแตก,เช็ค/ทำ,W,task03.jpeg,เครื่องจ่ายกระป๋องเปล่า
เฟือง / โซ่,เครื่องจ่ายกระป๋องเปล่า,4,ฟันเฟืองต้องไม่แหลมคม / โซ่ ข้อต่อต้องไม่หลวมและไม่หย่อน,เช็ค,W,task04.jpeg,เครื่องจ่ายกระป๋องเปล่า
หน้าจานปล่อยกระป๋อง,เครื่องจ่ายกระป๋องเปล่า,5,หน้าจานต้องไม่บิดงอ น๊อตยึดต้องอยู่ครบ,เช็ค,W,task05.jpeg,เครื่องจ่ายกระป๋องเปล่า
โครงสร้าง,เครื่องจ่ายกระป๋องเปล่า,6,โครงสร้างต้องไม่ชำรุดหัก และไม่เป็นสนิม,เช็ค,W,task06.jpeg,เครื่องจ่ายกระป๋องเปล่า
ตู้ควบคุมระบบไฟฟ้า,เครื่องจ่ายกระป๋องเปล่า,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task07.jpeg,เครื่องจ่ายกระป๋องเปล่า
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,เครื่องจ่ายกระป๋องเปล่า,8,เปลี่ยนถ่ายน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องจ่ายกระป๋องเปล่า,9,,ทำ,W,,
ลูกปืน/อัดจาระบี,สายพานพากระป๋องเปล่า,1,ไม่หลวมคอนหรือแตกชำรุด,เช็ค/ทำ,W,task01.png,สายพานพากระป๋องเปล่า
มอเตอร์ขับสายพาน,สายพานพากระป๋องเปล่า,2,ไม่มีเสียงดังและไม่มีกลิ่นไหม้,เช็ค,W,task02.jpeg,สายพานพากระป๋องเปล่า
เฟืองและโซ่,สายพานพากระป๋องเปล่า,3,ฟันเฟืองไม่แหลมคม โซ่ข้อต่อต้องไม่หลวม,เช็ค,W,task03.png,สายพานพากระป๋องเปล่า
มอเตอร์เป่าลม/ฟิวเตอร์,สายพานพากระป๋องเปล่า,4,ไม่มีเสียงดัง ใบพัดตัวเป่าไม่หักชำรุด/ทำความสะอาดฟิวเตอร์กรองลม,เช็ค/ทำ,W,task04.jpeg,สายพานพากระป๋องเปล่า
สายพาน,สายพานพากระป๋องเปล่า,5,ไม่ขาดชำรุด,เช็ค,W,task05.jpeg,สายพานพากระป๋องเปล่า
โครงสร้าง,สายพานพากระป๋องเปล่า,6,สภาพไม่หักชำรุดและไม่เป็นสนิม,เช็ค,W,task06.jpeg,สายพานพากระป๋องเปล่า
วัดความเร็วลมโบว์โว่,สายพานพากระป๋องเปล่า,7,ความเร็วลมต้องไม่ต่ำกว่า 18 M/S (เมตร/วินาที),เช็ค/ทำ,W,task07.jpeg,สายพานพากระป๋องเปล่า
ตู้ควบคุมระบบไฟฟ้า,สายพานพากระป๋องเปล่า,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,สายพานพากระป๋องเปล่า
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,สายพานพากระป๋องเปล่า,9,,ทำ,W,,
พัดลมระบายความร้อน,คอมพิวเตอร์,1,ต้องอยู่ในสภาพดี100%,เช็ค,Q,task01.jpeg,คอมพิวเตอร์
ฝุ่นผง,คอมพิวเตอร์,2,ฝุ่นผงไม่ให้มีในระบบแผงวงจรต่างๆ,เช็ค,Q,task02.jpeg,คอมพิวเตอร์
เครื่องจ่ายไฟสำรอง,คอมพิวเตอร์,3,ต้องไม่ชำรุดสามารถสำรองไฟได้ดี,เช็ค,Q,task03.jpeg,คอมพิวเตอร์
หน้าจอMonitor,คอมพิวเตอร์,4,หน้าจอต้องไม่แตกชำรุด ภาพไม่สั่นไหว,เช็ค,Q,task04.jpeg,คอมพิวเตอร์
Hard Disk,คอมพิวเตอร์,5,ต้องไม่ชำรุดเสียหาย ต้องตั้งห่างจากผนัง 3 นิ้วเป็นอย่างน้อย,เช็ค,Q,task05.jpeg,คอมพิวเตอร์
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,คอมพิวเตอร์,6,,ทำ,W,,
,คอมพิวเตอร์,7,,,Q,,
ระบบเบรค,รถโฟคลิฟ,1,ต้องสามารถควบคุมการหยุดได้ปกติดี,เช็ค,W,task01.jpeg,รถโฟคลิฟ
ล้อรถ,รถโฟคลิฟ,2,ล้อรถต้องไม่ชำรุดสามารถวิ่งได้ดี,เช็ค,W,task02.jpeg,รถโฟคลิฟ
งาตักของ,รถโฟคลิฟ,3,งาตักต้องไม่ชำรุดคดงอ,เช็ค,W,task03.jpeg,รถโฟคลิฟ
ไฟส่องสว่าง,รถโฟคลิฟ,4,หลอดไฟต้องสามารถส่องสว่างได้,เช็ค,W,task04.jpeg,รถโฟคลิฟ
ไฮดรอลิค,รถโฟคลิฟ,5,ระบบไฮดรอลิคต้องสามารถยกขึ้นลงได้,เช็ค/ทำ,W,task05.jpeg,รถโฟคลิฟ
แบตเตอร์รี่,รถโฟคลิฟ,6,น้ำกลั่นต้องไม่แห้ง,เช็ค,W,task06.jpeg,รถโฟคลิฟ
เปลี่ยนน้ำมันไฮดรอลิคทุ่ก 6 เดือน,รถโฟคลิฟ,7,เปลี่ยนถ่ายน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,รถโฟคลิฟ,8,,ทำ,W,,
ระบบเบรค,รถโฟคลิฟน้ำมัน,1,สภาพต้องไม่ชำรุด เบรคได้ดี,เช็ค,W,task01.jpeg,รถโฟคลิฟน้ำมัน
ใส้กรอง,รถโฟคลิฟน้ำมัน,2,ใส้กรองต้องไม่อุดตัด / เป่าฝุน,เช็ค/ทำ,W,task02.jpeg,รถโฟคลิฟน้ำมัน
แบตเตอร์รี่,รถโฟคลิฟน้ำมัน,3,ต้องไม่ชำรุดหรือน้ำกลั่นรั่วซึม,เช็ค,W,task03.jpeg,รถโฟคลิฟน้ำมัน
